Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner
"Las Vegas, Nevada, USA",Stephen Thompson,Patrick Cote,1,0,64,53,0,0,0,0,Welterweight,U-DEC,3,5:00,UFC 178,27-Sep-14,Stephen Thompson
"Las Vegas, Nevada, USA",Brian Ebersole,John Howard,0,0,49,42,1,2,0,0,Welterweight,S-DEC,3,5:00,UFC 178,27-Sep-14,Brian Ebersole
"Las Vegas, Nevada, USA",Kevin Lee,Jon Tuck,0,0,74,30,4,0,0,2,Lightweight,U-DEC,3,5:00,UFC 178,27-Sep-14,Kevin Lee
"Las Vegas, Nevada, USA",Manvel Gamburyan,Cody Gibson,0,1,11,49,2,1,1,0,Bantamweight,SUB Guillotine Choke,2,4:56,UFC 178,27-Sep-14,Manvel Gamburyan
"Saitama, Japan",Mark Hunt,Roy Nelson,1,0,32,20,0,1,0,0,Heavyweight,KO/TKO Punch,2,3:00,UFC Fight Night,20-Sep-14,Mark Hunt
"Saitama, Japan",Myles Jury,Takanori Gomi,1,0,10,1,0,0,0,0,Lightweight,KO/TKO Punch,1,1:32,UFC Fight Night,20-Sep-14,Myles Jury
"Saitama, Japan",Yoshihiro Akiyama,Amir Sadollah,0,0,57,42,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,20-Sep-14,Yoshihiro Akiyama
"Saitama, Japan",Miesha Tate,Rin Nakai,0,0,55,16,1,3,0,0,Women's Bantamweight,U-DEC,3,5:00,UFC Fight Night,20-Sep-14,Miesha Tate
"Saitama, Japan",Kiichi Kunimoto,Richard Walsh,0,2,36,59,1,0,0,0,Welterweight,S-DEC,3,5:00,UFC Fight Night,20-Sep-14,Kiichi Kunimoto
"Saitama, Japan",Kyoji Horiguchi,Jon Delos Reyes,0,0,31,13,0,0,0,0,Flyweight,KO/TKO Punches,1,3:48,UFC Fight Night,20-Sep-14,Kyoji Horiguchi
"Saitama, Japan",Masanori Kanehara,Alex Caceres,0,0,32,24,2,0,2,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,20-Sep-14,Masanori Kanehara
"Saitama, Japan",Katsunori Kikuno,Sam Sicilia,0,0,32,36,1,0,1,0,Featherweight,SUB Rear Naked Choke,2,1:38,UFC Fight Night,20-Sep-14,Katsunori Kikuno
"Saitama, Japan",Hyun Gyu Lim,Takenori Sato,1,0,10,1,0,0,0,0,Welterweight,KO/TKO Elbows,1,1:18,UFC Fight Night,20-Sep-14,Hyun Gyu Lim
"Saitama, Japan",Kyung Ho Kang,Michinori Tanaka,0,0,21,22,0,3,2,0,Bantamweight,S-DEC,3,5:00,UFC Fight Night,20-Sep-14,Kyung Ho Kang
"Saitama, Japan",Johnny Case,Kazuki Tokudome,1,0,13,12,0,1,1,0,Lightweight,SUB Guillotine Choke,2,2:34,UFC Fight Night,20-Sep-14,Johnny Case
"Saitama, Japan",Maximo Blanco,Dan Hooker,0,0,132,99,3,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,20-Sep-14,Maximo Blanco
"Brasilia, Distrito Federal, Brazil",Andrei Arlovski,Antonio Silva,1,0,13,6,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:59,UFC Fight Night,13-Sep-14,Andrei Arlovski
"Brasilia, Distrito Federal, Brazil",Gleison Tibau,Piotr Hallmann,0,0,30,52,5,0,0,0,Lightweight,S-DEC,3,5:00,UFC Fight Night,13-Sep-14,Gleison Tibau
"Brasilia, Distrito Federal, Brazil",Leonardo Santos,Efrain Escudero,0,1,36,43,2,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,13-Sep-14,Leonardo Santos
"Brasilia, Distrito Federal, Brazil",Santiago Ponzinibbio,Wendell Oliveira Marques,1,0,10,8,0,0,0,0,Welterweight,KO/TKO Punches,1,1:20,UFC Fight Night,13-Sep-14,Santiago Ponzinibbio
"Brasilia, Distrito Federal, Brazil",Iuri Alcantara,Russell Doane,0,0,27,14,2,6,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,13-Sep-14,Iuri Alcantara
"Brasilia, Distrito Federal, Brazil",Jessica Andrade,Larissa Pacheco,0,0,19,6,1,0,2,0,Women's Bantamweight,SUB Guillotine Choke,1,4:33,UFC Fight Night,13-Sep-14,Jessica Andrade
"Brasilia, Distrito Federal, Brazil",Godofredo Pepey,Dashon Johnson,0,0,8,7,0,1,2,0,Featherweight,SUB Armbar,1,4:29,UFC Fight Night,13-Sep-14,Godofredo Pepey
"Brasilia, Distrito Federal, Brazil",George Sullivan,Igor Araujo,0,0,43,8,1,2,0,0,Welterweight,KO/TKO Punch,2,2:31,UFC Fight Night,13-Sep-14,George Sullivan
"Brasilia, Distrito Federal, Brazil",Francisco Trinaldo,Leandro Silva,0,0,36,26,0,4,0,1,Lightweight,U-DEC,3,5:00,UFC Fight Night,13-Sep-14,Francisco Trinaldo
"Brasilia, Distrito Federal, Brazil",Sean Spencer,Paulo Thiago,1,0,63,36,1,0,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,13-Sep-14,Sean Spencer
"Brasilia, Distrito Federal, Brazil",Rani Yahya,Johnny Bedford,0,0,13,9,3,0,2,0,Bantamweight,SUB Kimura,2,2:04,UFC Fight Night,13-Sep-14,Rani Yahya
"Ledyard, Connecticut, USA",Jacare Souza,Gegard Mousasi,0,0,32,26,4,0,1,0,Middleweight,SUB Guillotine Choke,3,4:30,UFC Fight Night,5-Sep-14,Jacare Souza
"Ledyard, Connecticut, USA",Ben Rothwell,Alistair Overeem,1,0,17,20,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:19,UFC Fight Night,5-Sep-14,Ben Rothwell
"Ledyard, Connecticut, USA",Matt Mitrione,Derrick Lewis,0,0,7,1,0,0,0,0,Heavyweight,KO/TKO Punches,1,0:41,UFC Fight Night,5-Sep-14,Matt Mitrione
"Ledyard, Connecticut, USA",Joe Lauzon,Michael Chiesa,0,0,21,30,2,1,0,0,Lightweight,KO/TKO,2,2:14,UFC Fight Night,5-Sep-14,Joe Lauzon
"Ledyard, Connecticut, USA",John Moraga,Justin Scoggins,0,0,4,13,0,3,3,0,Flyweight,SUB Guillotine Choke,2,0:47,UFC Fight Night,5-Sep-14,John Moraga
"Ledyard, Connecticut, USA",Al Iaquinta,Rodrigo Damm,1,0,93,57,0,0,0,0,Lightweight,KO/TKO Elbows,3,2:26,UFC Fight Night,5-Sep-14,Al Iaquinta
"Ledyard, Connecticut, USA",Rafael Natal,Chris Camozzi,0,0,36,67,2,0,0,0,Middleweight,S-DEC,3,5:00,UFC Fight Night,5-Sep-14,Rafael Natal
"Ledyard, Connecticut, USA",Chris Beal,Tateki Matsuda,0,0,45,41,3,0,1,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,5-Sep-14,Chris Beal
"Ledyard, Connecticut, USA",Chas Skelly,Sean Soriano,0,0,13,24,4,0,7,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,5-Sep-14,Chas Skelly
"Sacramento, California, USA",TJ Dillashaw,Joe Soto,1,0,151,62,2,0,0,0,Bantamweight,KO/TKO Kick,5,2:20,UFC 177,30-Aug-14,TJ Dillashaw
"Sacramento, California, USA",Tony Ferguson,Danny Castillo,0,0,23,23,0,2,1,1,Lightweight,S-DEC,3,5:00,UFC 177,30-Aug-14,Tony Ferguson
"Sacramento, California, USA",Bethe Correia,Shayna Baszler,0,0,68,8,0,1,0,1,Women's Bantamweight,KO/TKO Punches,2,1:56,UFC 177,30-Aug-14,Bethe Correia
"Sacramento, California, USA",Diego Ferreira,Ramsey Nijem,1,0,25,18,0,2,2,0,Lightweight,KO/TKO Punch,2,1:53,UFC 177,30-Aug-14,Diego Ferreira
"Sacramento, California, USA",Yancy Medeiros,Damon Jackson,0,0,29,20,0,0,2,0,Lightweight,SUB Bulldog Choke,2,1:54,UFC 177,30-Aug-14,Yancy Medeiros
"Sacramento, California, USA",Derek Brunson,Lorenz Larkin,0,0,12,20,4,0,1,0,Middleweight,U-DEC,3,5:00,UFC 177,30-Aug-14,Derek Brunson
"Sacramento, California, USA",Anthony Hamilton,Ruan Potts,0,0,60,10,5,0,0,0,Heavyweight,KO/TKO Punches,2,4:17,UFC 177,30-Aug-14,Anthony Hamilton
"Sacramento, California, USA",Chris Wade,Cain Carrizosa,0,0,0,0,1,0,1,0,Lightweight,SUB Guillotine Choke,1,1:12,UFC 177,30-Aug-14,Chris Wade
"Tulsa, Oklahoma, USA",Rafael Dos Anjos,Benson Henderson,1,0,18,10,0,0,0,0,Lightweight,KO/TKO Punch,1,2:31,UFC Fight Night,23-Aug-14,Rafael Dos Anjos
"Tulsa, Oklahoma, USA",Jordan Mein,Mike Pyle,1,0,10,2,0,0,0,0,Welterweight,KO/TKO Punch,1,1:12,UFC Fight Night,23-Aug-14,Jordan Mein
"Tulsa, Oklahoma, USA",Thales Leites,Francis Carmont,1,0,18,18,0,0,0,0,Middleweight,KO/TKO Punch,2,0:20,UFC Fight Night,23-Aug-14,Thales Leites
"Tulsa, Oklahoma, USA",Max Holloway,Clay Collard,0,0,124,70,0,1,0,0,Catch Weight,KO/TKO Punches,3,3:47,UFC Fight Night,23-Aug-14,Max Holloway
"Tulsa, Oklahoma, USA",James Vick,Valmir Lazaro,1,0,77,91,0,4,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,23-Aug-14,James Vick
"Tulsa, Oklahoma, USA",Chas Skelly,Tom Niinimaki,0,0,2,1,1,0,1,1,Featherweight,SUB Rear Naked Choke,1,2:35,UFC Fight Night,23-Aug-14,Chas Skelly
"Tulsa, Oklahoma, USA",Neil Magny,Alex Garcia,0,0,39,5,3,3,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,23-Aug-14,Neil Magny
"Tulsa, Oklahoma, USA",Beneil Dariush,Anthony Rocco Martin,0,0,26,34,2,1,1,0,Lightweight,SUB Arm Triangle,2,3:38,UFC Fight Night,23-Aug-14,Beneil Dariush
"Tulsa, Oklahoma, USA",Matt Hobar,Aaron Phillips,0,0,63,38,6,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,23-Aug-14,Matt Hobar
"Tulsa, Oklahoma, USA",Ben Saunders,Chris Heatherly,0,0,4,4,0,1,2,0,Welterweight,SUB Omoplata,1,2:18,UFC Fight Night,23-Aug-14,Ben Saunders
"Tulsa, Oklahoma, USA",Wilson Reis,Joby Sanchez,0,1,22,20,9,0,1,0,Flyweight,U-DEC,3,5:00,UFC Fight Night,23-Aug-14,Wilson Reis
"Macau, China",Michael Bisping,Cung Le,1,0,92,38,0,0,0,0,Middleweight,KO/TKO Knee,4,0:57,UFC Fight Night,23-Aug-14,Michael Bisping
"Macau, China",Tyron Woodley,Dong Hyun Kim,1,0,13,2,0,0,0,0,Welterweight,KO/TKO Punch,1,1:01,UFC Fight Night,23-Aug-14,Tyron Woodley
"Macau, China",Zhang Lipeng,Brendan O'Reilly,0,0,19,15,2,0,1,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,23-Aug-14,Zhang Lipeng
"Macau, China",Guangyou Ning,Jianping Yang,0,0,31,21,2,1,1,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,23-Aug-14,Guangyou Ning
"Macau, China",Sai Wang,Danny Mitchell,0,0,64,58,0,0,0,1,Welterweight,U-DEC,3,5:00,UFC Fight Night,23-Aug-14,Sai Wang
"Macau, China",Alberto Mina,Shinsho Anzai,1,0,34,31,0,1,0,0,Welterweight,KO/TKO Punch,1,4:17,UFC Fight Night,23-Aug-14,Alberto Mina
"Macau, China",Yuta Sasaki,Roland Delorme,0,0,5,1,0,0,1,0,Bantamweight,SUB Rear Naked Choke,1,1:06,UFC Fight Night,23-Aug-14,Yuta Sasaki
"Macau, China",Colby Covington,Anying Wang,0,0,11,0,2,0,0,0,Welterweight,KO/TKO Punches,1,4:50,UFC Fight Night,23-Aug-14,Colby Covington
"Macau, China",Royston Wee,Yao Zhikui,0,0,18,27,3,0,0,0,Bantamweight,S-DEC,3,5:00,UFC Fight Night,23-Aug-14,Royston Wee
"Macau, China",Milana Dudieva,Elizabeth Phillips,0,0,11,25,2,0,0,0,Women's Bantamweight,S-DEC,3,5:00,UFC Fight Night,23-Aug-14,Milana Dudieva
"Bangor, Maine, USA",Ryan Bader,Ovince Saint Preux,0,0,24,24,9,2,1,0,Light Heavyweight,U-DEC,5,5:00,UFC Fight Night,16-Aug-14,Ryan Bader
"Bangor, Maine, USA",Ross Pearson,Gray Maynard,1,0,26,15,0,2,0,0,Lightweight,KO/TKO Punch,2,1:35,UFC Fight Night,16-Aug-14,Ross Pearson
"Bangor, Maine, USA",Tim Boetsch,Brad Tavares,2,0,14,24,1,0,0,0,Middleweight,KO/TKO Punch,2,3:18,UFC Fight Night,16-Aug-14,Tim Boetsch
"Bangor, Maine, USA",Alan Jouban,Seth Baczynski,1,0,25,25,0,1,0,0,Welterweight,KO/TKO Punch,1,4:23,UFC Fight Night,16-Aug-14,Alan Jouban
"Bangor, Maine, USA",Shawn Jordan,Jack May,0,0,32,20,3,0,0,0,Heavyweight,KO/TKO Punches,3,2:03,UFC Fight Night,16-Aug-14,Shawn Jordan
"Bangor, Maine, USA",Thiago Tavares,Robert Peralta,0,0,18,0,2,0,1,0,Featherweight,SUB Rear Naked Choke,1,4:27,UFC Fight Night,16-Aug-14,Thiago Tavares
"Bangor, Maine, USA",Jussier Formiga,Zach Makovsky,0,0,11,25,2,1,0,0,Flyweight,U-DEC,3,5:00,UFC Fight Night,16-Aug-14,Jussier Formiga
"Bangor, Maine, USA",Sara McMann,Lauren Murphy,0,0,38,48,5,0,0,0,Women's Bantamweight,S-DEC,3,5:00,UFC Fight Night,16-Aug-14,Sara McMann
"Bangor, Maine, USA",Tom Watson,Sam Alvey,0,0,85,82,0,0,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night,16-Aug-14,Tom Watson
"Bangor, Maine, USA",Frankie Saenz,Nolan Ticman,0,0,67,25,5,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night,16-Aug-14,Frankie Saenz
"San Jose, California, USA",Robbie Lawler,Matt Brown,0,0,80,82,2,2,0,0,Welterweight,U-DEC,5,5:00,UFC on FOX,26-Jul-14,Robbie Lawler
"San Jose, California, USA",Anthony Johnson,Rogerio Nogueira,1,0,8,0,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,0:44,UFC on FOX,26-Jul-14,Anthony Johnson
"San Jose, California, USA",Dennis Bermudez,Clay Guida,0,0,47,28,2,0,1,0,Featherweight,SUB Rear Naked Choke,2,2:57,UFC on FOX,26-Jul-14,Dennis Bermudez
"San Jose, California, USA",Bobby Green,Josh Thomson,0,0,59,45,0,0,0,0,Lightweight,S-DEC,3,5:00,UFC on FOX,26-Jul-14,Bobby Green
"San Jose, California, USA",Jorge Masvidal,Daron Cruickshank,0,1,51,19,2,2,2,1,Lightweight,U-DEC,3,5:00,UFC on FOX,26-Jul-14,Jorge Masvidal
"San Jose, California, USA",Patrick Cummins,Kyle Kingsbury,0,0,73,22,10,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC on FOX,26-Jul-14,Patrick Cummins
"San Jose, California, USA",Tim Means,Hernani Perpetuo,0,0,85,61,1,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FOX,26-Jul-14,Tim Means
"San Jose, California, USA",Mike de la Torre,Brian Ortega,0,0,6,3,0,1,0,2,Featherweight,Overturned,1,1:39,UFC on FOX,26-Jul-14,Mike de la Torre
"San Jose, California, USA",Tiago dos Santos e Silva,Akbarh Arreola,0,0,62,30,0,2,0,0,Lightweight,U-DEC,3,5:00,UFC on FOX,26-Jul-14,Tiago dos Santos e Silva
"San Jose, California, USA",Gilbert Burns,Andreas Stahl,0,0,44,41,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC on FOX,26-Jul-14,Gilbert Burns
"San Jose, California, USA",Joanna Jedrzejczyk,Juliana Lima,0,0,46,18,0,1,0,0,Women's Strawweight,U-DEC,3,5:00,UFC on FOX,26-Jul-14,Joanna Jedrzejczyk
"San Jose, California, USA",Noad Lahat,Steven Siler,0,0,26,35,4,0,2,0,Featherweight,U-DEC,3,5:00,UFC on FOX,26-Jul-14,Noad Lahat
"Dublin, Leinster, Ireland",Conor McGregor,Diego Brandao,1,0,18,9,1,0,0,1,Featherweight,KO/TKO Punch,1,4:05,UFC Fight Night,19-Jul-14,Conor McGregor
"Dublin, Leinster, Ireland",Gunnar Nelson,Zak Cummings,0,0,13,18,1,0,1,0,Welterweight,SUB Rear Naked Choke,2,4:48,UFC Fight Night,19-Jul-14,Gunnar Nelson
"Dublin, Leinster, Ireland",Ian McCall,Brad Pickett,0,0,56,22,3,0,0,0,Flyweight,U-DEC,3,5:00,UFC Fight Night,19-Jul-14,Ian McCall
"Dublin, Leinster, Ireland",Norman Parke,Naoyuki Kotani,0,0,34,8,2,0,0,0,Lightweight,KO/TKO Punches,2,3:41,UFC Fight Night,19-Jul-14,Norman Parke
"Dublin, Leinster, Ireland",Ilir Latifi,Chris Dempsey,0,0,16,1,1,0,0,0,Light Heavyweight,KO/TKO Punch,1,2:07,UFC Fight Night,19-Jul-14,Ilir Latifi
"Dublin, Leinster, Ireland",Neil Seery,Phil Harris,1,0,60,40,2,2,0,0,Flyweight,U-DEC,3,5:00,UFC Fight Night,19-Jul-14,Neil Seery
"Dublin, Leinster, Ireland",Cathal Pendred,Mike King,0,1,11,38,3,1,1,2,Middleweight,SUB Rear Naked Choke,2,3:33,UFC Fight Night,19-Jul-14,Cathal Pendred
"Dublin, Leinster, Ireland",Trevor Smith,Tor Troeng,0,0,42,26,2,1,2,0,Middleweight,U-DEC,3,5:00,UFC Fight Night,19-Jul-14,Trevor Smith
"Dublin, Leinster, Ireland",Nikita Krylov,Cody Donovan,0,1,42,21,0,1,0,2,Light Heavyweight,KO/TKO Punches,1,4:57,UFC Fight Night,19-Jul-14,Nikita Krylov
"Dublin, Leinster, Ireland",Paddy Holohan,Josh Sampo,1,0,10,3,0,0,1,1,Flyweight,SUB Rear Naked Choke,1,3:06,UFC Fight Night,19-Jul-14,Paddy Holohan
"Atlantic City, New Jersey, USA",Donald Cerrone,Jim Miller,1,0,37,30,0,1,0,0,Lightweight,KO/TKO Kick,2,3:31,UFC Fight Night,16-Jul-14,Donald Cerrone
"Atlantic City, New Jersey, USA",Edson Barboza,Evan Dunham,1,0,10,10,0,0,0,0,Lightweight,KO/TKO Kick,1,3:06,UFC Fight Night,16-Jul-14,Edson Barboza
"Atlantic City, New Jersey, USA",Rick Story,Leonardo Mafra,0,0,24,11,3,0,1,0,Welterweight,SUB Arm Triangle,2,2:12,UFC Fight Night,16-Jul-14,Rick Story
"Atlantic City, New Jersey, USA",Joe Proctor,Justin Salas,1,0,25,35,0,0,0,0,Lightweight,KO/TKO Punch,2,3:27,UFC Fight Night,16-Jul-14,Joe Proctor
"Atlantic City, New Jersey, USA",John Lineker,Alptekin Ozkilic,1,0,133,88,2,1,0,0,Flyweight,KO/TKO Punch,3,4:51,UFC Fight Night,16-Jul-14,John Lineker
"Atlantic City, New Jersey, USA",Lucas Martins,Alex White,1,0,53,42,0,0,0,0,Featherweight,KO/TKO Punch,3,2:08,UFC Fight Night,16-Jul-14,Lucas Martins
"Atlantic City, New Jersey, USA",Gleison Tibau,Pat Healy,0,0,44,54,4,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night,16-Jul-14,Gleison Tibau
"Atlantic City, New Jersey, USA",Leslie Smith,Jessamyn Duke,1,0,36,16,0,0,0,0,Women's Bantamweight,KO/TKO Punch,1,2:24,UFC Fight Night,16-Jul-14,Leslie Smith
"Atlantic City, New Jersey, USA",Aljamain Sterling,Hugo Viana,0,0,62,15,4,0,0,0,Bantamweight,KO/TKO Punches,3,3:50,UFC Fight Night,16-Jul-14,Aljamain Sterling
"Atlantic City, New Jersey, USA",Yosdenis Cedeno,Jerrod Sanders,1,0,13,2,0,0,0,0,Lightweight,KO/TKO,1,5:00,UFC Fight Night,16-Jul-14,Yosdenis Cedeno
"Atlantic City, New Jersey, USA",Claudia Gadelha,Tina Lahdemaki,0,0,70,29,5,0,2,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night,16-Jul-14,Claudia Gadelha
"Las Vegas, Nevada, USA",Frankie Edgar,BJ Penn,0,0,90,13,3,0,0,0,Featherweight,KO/TKO Punches,3,4:16,The Ultimate Fighter,6-Jul-14,Frankie Edgar
"Las Vegas, Nevada, USA",Corey Anderson,Matt Van Buren,0,0,24,2,2,0,0,0,Light Heavyweight,KO/TKO Punches,1,1:01,The Ultimate Fighter,6-Jul-14,Corey Anderson
"Las Vegas, Nevada, USA",Eddie Gordon,Dhiego Lima,1,0,22,5,0,0,0,0,Middleweight,KO/TKO Punches,1,1:11,The Ultimate Fighter,6-Jul-14,Eddie Gordon
"Las Vegas, Nevada, USA",Derrick Lewis,Guto Inocente,0,0,6,6,1,0,0,0,Heavyweight,KO/TKO Punches,1,3:30,The Ultimate Fighter,6-Jul-14,Derrick Lewis
"Las Vegas, Nevada, USA",Dustin Ortiz,Justin Scoggins,0,0,39,24,2,5,0,3,Flyweight,S-DEC,3,5:00,The Ultimate Fighter,6-Jul-14,Dustin Ortiz
"Las Vegas, Nevada, USA",Kevin Lee,Jesse Ronson,0,0,49,48,4,1,0,1,Lightweight,S-DEC,3,5:00,The Ultimate Fighter,6-Jul-14,Kevin Lee
"Las Vegas, Nevada, USA",Leandro Issa,Jumabieke Tuerxun,0,0,44,33,2,0,3,0,Bantamweight,SUB Armbar,3,3:49,The Ultimate Fighter,6-Jul-14,Leandro Issa
"Las Vegas, Nevada, USA",Adriano Martins,Juan Manuel Puig,1,0,9,13,0,0,0,0,Lightweight,KO/TKO Punch,1,2:21,The Ultimate Fighter,6-Jul-14,Adriano Martins
"Las Vegas, Nevada, USA",Patrick Walsh,Daniel Spohn,0,0,11,24,5,0,3,2,Light Heavyweight,U-DEC,3,5:00,The Ultimate Fighter,6-Jul-14,Patrick Walsh
"Las Vegas, Nevada, USA",Sarah Moras,Alexis Dufresne,0,0,15,12,1,3,0,0,Catch Weight,U-DEC,3,5:00,The Ultimate Fighter,6-Jul-14,Sarah Moras
"Las Vegas, Nevada, USA",Robert Drysdale,Keith Berish,0,0,0,0,1,0,3,0,Light Heavyweight,Overturned,1,2:03,The Ultimate Fighter,6-Jul-14,Robert Drysdale
"Las Vegas, Nevada, USA",Chris Weidman,Lyoto Machida,0,0,65,58,5,0,0,0,Middleweight,U-DEC,5,5:00,UFC 175,5-Jul-14,Chris Weidman
"Las Vegas, Nevada, USA",Ronda Rousey,Alexis Davis,0,0,14,2,1,0,0,0,Women's Bantamweight,KO/TKO Punches,1,0:16,UFC 175,5-Jul-14,Ronda Rousey
"Las Vegas, Nevada, USA",Uriah Hall,Thiago Santos,0,0,42,44,1,0,1,0,Middleweight,U-DEC,3,5:00,UFC 175,5-Jul-14,Uriah Hall
"Las Vegas, Nevada, USA",Russell Doane,Marcus Brimage,0,0,24,27,3,2,0,0,Bantamweight,S-DEC,3,5:00,UFC 175,5-Jul-14,Russell Doane
"Las Vegas, Nevada, USA",Urijah Faber,Alex Caceres,0,0,20,20,5,0,1,0,Bantamweight,SUB Rear Naked Choke,3,1:09,UFC 175,5-Jul-14,Urijah Faber
"Las Vegas, Nevada, USA",Kenny Robertson,Ildemar Alcantara,0,0,70,22,3,1,2,0,Welterweight,U-DEC,3,5:00,UFC 175,5-Jul-14,Kenny Robertson
"Las Vegas, Nevada, USA",Bruno Santos,Chris Camozzi,0,0,25,42,4,0,0,1,Middleweight,S-DEC,3,5:00,UFC 175,5-Jul-14,Bruno Santos
"Las Vegas, Nevada, USA",Rob Font,George Roop,1,0,12,10,0,0,0,0,Bantamweight,KO/TKO Punch,1,2:19,UFC 175,5-Jul-14,Rob Font
"Las Vegas, Nevada, USA",Luke Zachrich,Guilherme Vasconcelos,0,0,66,49,1,0,0,0,Middleweight,U-DEC,3,5:00,UFC 175,5-Jul-14,Luke Zachrich
"Las Vegas, Nevada, USA",Kevin Casey,Bubba Bush,1,0,15,2,0,0,0,0,Middleweight,Overturned Elbows,1,1:01,UFC 175,5-Jul-14,Kevin Casey
"San Antonio, Texas, USA",Cub Swanson,Jeremy Stephens,0,0,87,65,0,2,0,0,Featherweight,U-DEC,5,5:00,UFC Fight Night,28-Jun-14,Cub Swanson
"San Antonio, Texas, USA",Kelvin Gastelum,Nicholas Musoke,0,0,67,36,0,2,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,28-Jun-14,Kelvin Gastelum
"San Antonio, Texas, USA",Cezar Ferreira,Andrew Craig,0,1,20,16,2,0,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night,28-Jun-14,Cezar Ferreira
"San Antonio, Texas, USA",Ricardo Lamas,Hacran Dias,0,0,33,31,2,2,1,0,Featherweight,U-DEC,3,5:00,UFC Fight Night,28-Jun-14,Ricardo Lamas
"San Antonio, Texas, USA",Clint Hester,Antonio Braga Neto,0,0,40,16,1,3,0,0,Middleweight,S-DEC,3,5:00,UFC Fight Night,28-Jun-14,Clint Hester
"San Antonio, Texas, USA",Joe Ellenberger,James Moontasri,0,1,22,35,3,0,2,0,Lightweight,S-DEC,3,5:00,UFC Fight Night,28-Jun-14,Joe Ellenberger
"San Antonio, Texas, USA",Diego Ferreira,Colton Smith,0,0,7,2,1,0,1,0,Lightweight,SUB Rear Naked Choke,1,0:38,UFC Fight Night,28-Jun-14,Diego Ferreira
"San Antonio, Texas, USA",Cody Gibson,Johnny Bedford,1,0,3,7,0,0,0,0,Bantamweight,KO/TKO Punch,1,0:38,UFC Fight Night,28-Jun-14,Cody Gibson
"San Antonio, Texas, USA",Marcelo Guimaraes,Andy Enz,0,0,78,42,3,0,0,0,Middleweight,S-DEC,3,5:00,UFC Fight Night,28-Jun-14,Marcelo Guimaraes
"San Antonio, Texas, USA",Ray Borg,Shane Howell,0,0,2,0,1,0,2,0,Flyweight,SUB Rear Naked Choke,1,2:17,UFC Fight Night,28-Jun-14,Ray Borg
"San Antonio, Texas, USA",Aleksei Oleinik,Anthony Hamilton,0,0,10,6,1,0,1,0,Heavyweight,SUB Scarf Hold,1,2:18,UFC Fight Night,28-Jun-14,Aleksei Oleinik
"Auckland, New Zealand",Nate Marquardt,James Te Huna,1,0,17,6,2,0,1,0,Middleweight,SUB Armbar,1,4:34,UFC Fight Night,28-Jun-14,Nate Marquardt
"Auckland, New Zealand",Jared Rosholt,Soa Palelei,0,0,43,11,1,0,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night,28-Jun-14,Jared Rosholt
"Auckland, New Zealand",Charles Oliveira,Hatsu Hioki,0,0,24,11,3,3,2,0,Featherweight,SUB Anaconda Choke,2,4:32,UFC Fight Night,28-Jun-14,Charles Oliveira
"Auckland, New Zealand",Robert Whittaker,Mike Rhodes,0,0,66,47,1,0,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night,28-Jun-14,Robert Whittaker
"Auckland, New Zealand",Jake Matthews,Dashon Johnson,0,0,60,11,4,0,1,1,Lightweight,SUB Triangle Choke,3,3:16,UFC Fight Night,28-Jun-14,Jake Matthews
"Auckland, New Zealand",Richie Vaculik,Roldan Sangcha'an,0,0,27,36,4,1,2,0,Flyweight,U-DEC,3,5:00,UFC Fight Night,28-Jun-14,Richie Vaculik
"Auckland, New Zealand",Vik Grujic,Chris Indich,0,0,15,14,1,1,0,0,Welterweight,KO/TKO Punch,1,4:55,UFC Fight Night,28-Jun-14,Vik Grujic
